id,node,capacity (MW),offer ($/MW)
A10205_8,Central,2.6000000000000014,0.5
A10206_0,Central,1.0,212.57
A10206_1,Central,0.19999999999999996,213.56
A10206_2,Central,0.19999999999999996,214.55
A10206_3,Central,0.30000000000000004,216.04
A10206_4,Central,0.19999999999999996,217.03
A10206_5,Central,0.20000000000000018,218.02
A10206_6,Central,0.19999999999999973,219.01
A10206_7,Central,0.30000000000000027,220.5
A10206_8,Central,0.19999999999999973,221.49
A10207_0,Central,1.0,212.57
A10207_1,Central,0.19999999999999996,213.56
A10207_2,Central,0.19999999999999996,214.55
A10207_3,Central,0.30000000000000004,216.04
A10207_4,Central,0.19999999999999996,217.03
A10207_5,Central,0.20000000000000018,218.02
A10207_6,Central,0.19999999999999973,219.01
A10207_7,Central,0.30000000000000027,220.5
A10207_8,Central,0.19999999999999973,221.49
A10261_0,North,9.0,188.0
A10261_1,North,9.100000000000001,188.1
A10261_2,North,7.199999999999999,188.2
A10376_0,South,240.0,18.45
A10376_1,South,60.0,23.3
A10376_2,South,0.10000000000002274,23.41
A10378,South,185.0,19.17
A10481_0,South,240.0,12.3
A10481_1,South,18.0,12.48
A10481_2,South,18.0,12.65
A10481_3,South,18.0,12.83
A10481_4,South,17.0,13.01
A10481_5,South,18.0,13.19
A10481_6,South,18.0,13.37
A10481_7,South,18.0,13.54
A10506,North,150.0,-34.77
A10507,North,48.0,24.34
A10522,North,200.0,-34.77
A10557,North,168.9,-12.0
A10558,North,168.9,-12.0
A10559,North,164.2,-12.0
A10738,Central,63.7,8.5
A10780_0,North,0.1,10.0
A10780_1,North,12.9,10.01
A10833,North,154.3,-12.0
A10834_0,South,35.0,15.5
A10834_1,South,1.3999999999999986,15.56
A10834_2,South,9.100000000000001,15.9
A10834_3,South,9.100000000000001,16.2
A10834_4,South,9.100000000000001,16.44
A10995_0,North,10.0,40.0
A10995_1,North,4.0,40.01
A10995_2,North,2.0,40.02
A10996_0,North,1.0,0.01
A10996_1,North,79.0,0.05
A11047_0,North,3.0,12.4
A11047_1,North,3.4000000000000004,14.03
A11047_2,North,6.4,17.11
A11047_3,North,6.300000000000001,20.14
A11047_4,North,6.5,23.27
A11219_0,Central,12.0,36.81
A11219_1,Central,5.0,39.96
A11219_2,Central,5.0,40.06
A11251_0,Central,16.0,26.58
A11251_1,Central,2.0,26.68
A11251_2,Central,5.0,26.78
A11255_0,Central,19.0,14.44
A11255_1,Central,1.0,18.4
A11255_2,Central,3.0,18.5
A11256_0,Central,19.0,14.44
A11256_1,Central,1.0,18.4
A11256_2,Central,3.0,18.5
A11271,Central,105.0,8.5
A11273_0,Central,58.6,6.17
A11273_1,Central,36.99999999999999,8.07
A11273_2,Central,5.0,8.33
A11304_0,South,1.0,7.06
A11304_1,South,495.0,13.77
A11312_0,South,1.0,5.36
A11312_1,South,110.8,5.92
A11312_2,South,111.8,6.48
A11312_3,South,111.70000000000002,7.04
A11312_4,South,156.5,7.82
A11313_0,South,1.0,5.37
A11313_1,South,51.8,5.92
A11313_2,South,52.7,6.48
A11313_3,South,52.80000000000001,7.04
A11313_4,South,73.89999999999998,7.82
A11314_0,South,1.0,5.36
A11314_1,South,101.5,5.92
A11314_2,South,102.4,6.48
A11314_3,South,102.49999999999997,7.04
A11314_4,South,143.40000000000003,7.82
A11315_0,South,1.0,5.37
A11315_1,South,42.5,5.92
A11315_2,South,43.5,6.48
A11315_3,South,43.400000000000006,7.04
A11315_4,South,60.900000000000006,7.82
A11319_0,South,1.0,5.93
A11319_1,South,471.0,11.17
A11356_0,North,0.1,-30.0
A11356_1,North,24.299999999999997,1.3
A11356_2,North,8.100000000000001,5.1
A11356_3,North,11.899999999999999,6.6
A11356_4,North,5.800000000000004,10.0
A11356_5,North,1.5999999999999943,13.5
A11356_6,North,1.6000000000000014,20.5
A11545_0,Central,140.0,18.71
A11545_1,Central,50.0,20.62
A11545_2,Central,21.0,22.15
A11556_0,South,86.0,18.38
A11556_1,South,47.0,19.22
A11556_2,South,66.0,20.39
A11607_0,Central,83.0,19.37
A11607_1,Central,67.0,20.69
A11617,North,200.0,-34.77
A11627,North,62.3,0.0
A11628,North,100.0,0.0
A11663,North,301.1,-12.0
A11871,South,30.0,119.0
A11873_0,North,97.0,6.51
A11873_1,North,31.0,6.99
A11873_2,North,31.0,7.47
A11873_3,North,31.0,7.95
A11873_4,North,31.0,8.42
A11873_5,North,31.0,8.9
A11873_6,North,31.0,9.38
A11873_7,North,31.0,9.85
A11874_0,North,97.0,6.51
A11874_1,North,31.0,6.99
A11874_2,North,31.0,7.47
A11874_3,North,31.0,7.95
A11874_4,North,31.0,8.42
A11874_5,North,31.0,8.9
A11874_6,North,31.0,9.38
A11874_7,North,31.0,9.85
A11875_0,South,1.0,4.77
A11875_1,South,490.0,11.01
A11875_2,South,60.0,13.94
A11876_0,South,1.0,4.86
A11876_1,South,480.0,10.8
A11876_2,South,60.0,14.44
A11877_0,South,1.0,7.47
A11877_1,South,489.0,14.42
A11877_2,South,59.0,19.19
A11878_0,South,1.0,5.66
A11878_1,South,486.0,14.55
A11878_2,South,60.0,19.08
A11880_0,Central,404.0,10.33
A11880_1,Central,34.0,10.36
A11880_2,Central,34.0,10.55
A11880_3,Central,34.0,10.85
A11880_4,Central,34.0,11.26
A11880_5,Central,34.0,11.8
A11880_6,Central,34.0,12.45
A11880_7,Central,34.0,13.21
A11907,North,105.0,-10.0
A11950,North,250.3,-12.0
A12132,Central,16.6,0.0
A12133,Central,132.8,-23.44
A12140,Central,1.0,10.37
A12493,North,200.0,-35.08
A12752_0,Central,102.0,15.86
A12752_1,Central,61.0,15.88
A12752_2,Central,0.09999999999999432,40.87
A12752_3,Central,36.900000000000006,40.88
A12753,Central,100.0,-33.0
A12762_0,North,4.0,0.0
A12762_1,North,23.0,999.0
A12822,North,168.0,-12.0
A12823,North,340.0,-12.0
A13077_0,North,9.0,17.15
A13077_1,North,9.0,18.39
A13077_2,North,7.0,19.35
A13077_3,North,11.0,20.87
A13077_4,North,10.0,22.25
A13309,Central,999.0,-24.45
A13319,South,81.0,999.0
A13379,North,250.0,13.6
A13536_0,South,1.0,10.02
A13536_1,South,231.0,13.42
A13536_2,South,28.100000000000023,17.97
A13537_0,South,1.0,10.72
A13537_1,South,233.0,13.53
A13537_2,South,28.100000000000023,18.51
A13538_0,South,1.0,7.41
A13538_1,South,236.0,10.89
A13538_2,South,28.100000000000023,14.1
A13618_0,South,21.8,17.48
A13618_1,South,3.6999999999999993,17.72
A13618_2,South,8.299999999999997,18.25
A13618_3,South,16.6,19.32
A13647_0,Central,380.0,14.64
A13647_1,Central,180.0,26.13
A13962,North,117.0,-35.0
A13964,North,65.0,-32.99
A13965,North,300.0,-34.0
A13966_0,North,1.0,-33.0
A13966_1,North,103.0,-32.0
A13969_0,Central,46.8,17.7
A13969_1,Central,88.89999999999999,18.85
A13969_2,Central,10.300000000000011,46.75
A13985_0,North,0.1,-31.66
A13985_1,North,99.9,-31.65
A13986_0,North,4.0,23.78
A13986_1,North,5.5,23.88
A13986_2,North,9.5,24.04
A13986_3,North,9.5,24.2
A13986_4,North,9.5,24.37
A14023,North,200.0,-12.0
A14031_0,South,26.5,9.62
A14031_1,South,3.6000000000000014,9.68
A14031_2,South,3.3999999999999986,9.74
A14031_3,South,3.5,9.8
A14031_4,South,1.6000000000000014,9.83
A14031_5,South,11.399999999999999,10.03
A14222,Central,81.0,-30.37
A14223,Central,0.1,-31.38
A14256_0,South,1.0,6.22
A14256_1,South,744.0,12.28
A14256_2,South,193.0,17.59
A14274_0,North,1.0,-34.0
A14274_1,North,169.0,-33.0
A14289_0,North,0.1,7.0
A14289_1,North,99.9,7.01
A14329,North,310.4,-12.0
A14330,North,500.8,-12.0
A14514,Central,89.0,-23.44
A14517_0,Central,49.0,-33.66
A14517_1,Central,19.0,999.0
A14556_0,Central,11.4,12.87
A14556_1,Central,6.299999999999999,12.88
A14557_0,Central,11.4,12.87
A14557_1,Central,6.299999999999999,12.88
A14558_0,Central,11.4,12.87
A14558_1,Central,6.299999999999999,12.88
A14559_0,Central,11.4,12.87
A14559_1,Central,6.299999999999999,12.88
A14560_0,Central,11.4,12.87
A14560_1,Central,6.299999999999999,12.88
A14561_0,Central,11.4,12.87
A14561_1,Central,6.299999999999999,12.88
A14562_0,Central,11.4,12.87
A14562_1,Central,6.299999999999999,12.88
A14563_0,Central,11.4,12.87
A14563_1,Central,6.299999999999999,12.88
A14564_0,Central,11.2,12.87
A14564_1,Central,6.199999999999999,12.88
A14565_0,Central,11.4,12.87
A14565_1,Central,6.299999999999999,12.88
A14567_0,South,1.0,18.71
A14567_1,South,5.5,18.76
A14567_2,South,6.4,18.81
A14567_3,South,6.499999999999998,18.87
A14567_4,South,9.100000000000001,18.95
A14605_0,North,1.0,-50.0
A14605_1,North,9.0,0.0
A14606_0,North,5.0,27.11
A14606_1,North,10.0,43.99
A14606_2,North,0.5999999999999996,45.0
A14612,North,12.0,163.41
A14845,Central,4.7,0.0
A14847,Central,7.1,0.0
A14849,Central,0.9,0.0
A14852,Central,15.2,0.0
A14861,Central,4.8,0.0
A14868,Central,4.9,0.0
A14869,Central,3.1,0.0
A14890_0,Central,6.5,0.07
A14890_1,Central,0.09999999999999964,0.09
A14891_0,Central,2.4,0.07
A14891_1,Central,0.10000000000000009,0.09
A14896_0,North,81.0,-35.51
A14896_1,North,69.0,999.0
A15171_0,Central,189.0,10.69
A15171_1,Central,21.5,10.79
A15171_2,Central,21.5,10.89
A15171_3,Central,21.5,10.98
A15171_4,Central,21.5,11.08
A15171_5,Central,21.5,11.18
A15171_6,Central,21.5,11.28
A15171_7,Central,21.5,11.38
A15172_0,Central,189.0,10.69
A15172_1,Central,21.5,10.79
A15172_2,Central,21.5,10.89
A15172_3,Central,21.5,10.98
A15172_4,Central,21.5,11.08
A15172_5,Central,21.5,11.18
A15172_6,Central,21.5,11.28
A15172_7,Central,21.5,11.38
A15186,North,150.0,-35.51
A15206,North,105.6,-33.07
A15213_0,North,50.0,3.0
A15213_1,North,50.0,3.01
A15247,North,250.0,-12.0
A15448,North,150.0,-34.77
A15458,Central,116.0,-1.0
A15484_0,South,1.0,8.75
A15484_1,South,785.0,10.54
A15484_2,South,60.0,15.25
A15485_0,South,1.0,8.29
A15485_1,South,741.0,11.32
A15485_2,South,189.0,16.6
A15505,North,200.0,-34.0
A15506_0,North,1.0,-34.0
A15506_1,North,199.0,-33.0
A15508_0,South,1.0,13.54
A15508_1,South,12.0,15.36
A15509_0,South,1.0,13.54
A15509_1,South,12.0,15.36
A15520,North,200.0,-31.65
A15531,North,41.2,-34.77
A15533,North,59.0,-34.77
A15534,North,200.0,-34.77
A15568,North,200.9,-12.0
A15569_0,North,100.0,0.0
A15569_1,North,100.0,0.01
A15753,Central,148.8,-23.44
A15765_0,Central,31.0,-33.66
A15765_1,Central,32.0,999.0
A15768,North,0.1,-34.33
A15780,Central,4.7,206.36
A15781_0,Central,0.1,12.0
A15781_1,Central,149.9,12.01
A15877,North,90.8,-12.0
A16114_0,South,1.0,19.62
A16114_1,South,17.0,21.43
A16114_2,South,47.0,23.23
A16114_3,South,35.0,25.02
A16114_4,South,30.0,26.82
A16430,Central,31.4,50.3
A16431,Central,31.4,50.3
A16432_0,Central,12.0,45.73
A16432_1,Central,4.800000000000001,46.62
A16432_2,Central,4.800000000000001,47.5
A16432_3,Central,4.799999999999997,48.39
A16432_4,Central,4.800000000000001,49.27
A16432_5,Central,4.800000000000001,50.16
A16432_6,Central,4.799999999999997,51.05
A16432_7,Central,4.800000000000004,51.93
A16432_8,Central,4.799999999999997,52.82
A16433_0,Central,12.0,49.12
A16433_1,Central,4.800000000000001,49.25
A16433_2,Central,4.800000000000001,49.38
A16433_3,Central,4.799999999999997,49.52
A16433_4,Central,4.800000000000001,49.65
A16433_5,Central,4.800000000000001,49.79
A16433_6,Central,4.799999999999997,49.92
A16433_7,Central,4.800000000000004,50.05
A16433_8,Central,4.799999999999997,50.19
A16434_0,Central,16.8,48.84
A16434_1,Central,28.8,48.85
A16434_2,Central,4.799999999999997,48.86
A16435_0,Central,47.0,15.89
A16435_1,Central,13.299999999999997,16.52
A16435_2,Central,13.299999999999997,17.14
A16435_3,Central,13.300000000000011,17.77
A16435_4,Central,13.299999999999997,18.4
A16435_5,Central,13.299999999999997,19.02
A16435_6,Central,13.299999999999997,19.65
A16435_7,Central,13.299999999999997,20.27
A16435_8,Central,13.300000000000011,20.9
A16436_0,Central,47.0,16.17
A16436_1,Central,13.299999999999997,16.36
A16436_2,Central,13.299999999999997,16.56
A16436_3,Central,13.300000000000011,16.75
A16436_4,Central,13.299999999999997,16.94
A16436_5,Central,0.7999999999999972,41.95
A16436_6,Central,13.299999999999997,42.15
A16436_7,Central,13.299999999999997,42.34
A16436_8,Central,13.300000000000011,42.53
A16437_0,Central,47.0,11.87
A16437_1,Central,13.299999999999997,14.62
A16437_2,Central,13.299999999999997,14.88
A16437_3,Central,13.300000000000011,15.14
A16437_4,Central,13.299999999999997,15.4
A16437_5,Central,13.299999999999997,15.65
A16437_6,Central,13.299999999999997,15.91
A16437_7,Central,13.299999999999997,16.17
A16437_8,Central,13.300000000000011,16.42
A16452,Central,5.0,0.0
A16464_0,North,1.0,-35.51
A16464_1,North,129.0,-35.5
A16485,North,1.0,-34.33
A16783,Central,10.0,103.31
A16807,North,150.0,0.0
A16808,North,205.5,0.0
A16809,North,200.0,-34.77
